dPddzcrit,WaveHeightsWbW,WavePeriodsWbW,HoverhWbW,dPddt_W,dPddz_WM,dPddz_W,,,,,,,S_W,hW,PercentLiq_Hh,,,,,PercentLiq_S,,,,dPddt_WO,dPddt_WN,dPddt_WON,S_WO
1.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.44085,8.5752,14.4109,13.0734,32.716,0.69324,10.2663,23.6256,33.3333,NaN,NaN,NaN,NaN
2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2939,10.8839,17.1373,17.4312,31.4815,1.2132,13.9467,22.2883,39.3939,NaN,NaN,NaN,NaN
,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.59367,2.0448,1.1468,0,0,0.67797,2.9718,3.0303,NaN,NaN,NaN,NaN
,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.32982,1.1685,0.45872,0,0,0.38741,1.4859,3.0303,NaN,NaN,NaN,NaN
,0.18655,10.2447,1.1538,0.22655,2.9853,1.6877,2.2079,1.8672,1.1886,2.9853,0.16642,1.0662,0.14951,0.16168,,,,,,,,,,0.057206,3.9602,1,0.027534
,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,NaN
,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,NaN
,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,NaN
,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,NaN
,0.17607,19.3008,1.5768,0.32143,2.5955,0.92489,1.6765,2.5403,1.8251,2.5955,0.182,1.0669,0.20767,0.11166,,,,,,,,,,0.028658,11.2158,1,0.016598
,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,NaN
,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,NaN
,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,NaN
,0.21244,11.3767,2.0035,0.37645,3.1385,1.4371,2.5103,2.4941,0.99611,3.1385,0.19174,1.0721,0.24343,0.10603,,,,,,,,,,0.058663,6.4172,1,0.034865
,0.17184,96.787,1.7057,0.29917,2.8461,1.0482,1.9693,3.6987,1.9636,2.8461,0.23198,1.0692,0.17937,0.10074,,,,,,,,,,0.0055776,53.638,1,0.0034008
,0.24001,39.3374,1.9125,0.38586,2.9436,1.454,2.243,3.9453,1.9524,2.9436,0.12293,1.0799,0.21517,0.12549,,,,,,,,,,0.019168,20.1305,1,0.010472
,0.24369,50.7141,2.3418,0.47667,3.4527,1.4888,2.5532,2.911,1.8936,3.4527,0.17681,1.0753,0.28642,0.10406,,,,,,,,,,0.015096,31.5757,1,0.0090565
,0.25857,111.2767,2.2093,0.41474,2.7456,1.4599,2.0122,2.9428,2.363,2.7456,0.35013,1.0899,0.21899,0.11704,,,,,,,,,,0.0073,56.8138,1,0.0041296
,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,NaN
,0.2839,16.6406,1.9548,0.48705,3.052,2.1869,2.8285,2.1472,1.5578,3.052,0.43971,1.0896,0.27144,0.14523,,,,,,,,,,0.053597,9.0873,1,0.027218
,0.26882,52.6385,2.0907,0.48229,2.7639,1.9094,2.4562,3.3199,2.7639,2.7148,0.45724,1.1006,0.24981,0.12858,,,,,,,,,,0.016044,30.0605,1,0.008659
,0.31839,21.7346,1.7522,0.31909,2.8908,1.9622,3.247,2.6516,1.5308,2.8908,0.46114,1.0922,0.14207,0.1817,,,,,,,,,,0.04602,6.9337,1,0.020894
,0.21964,14.6029,0.9439,0.32971,2.4493,2.0924,2.0281,2.1997,1.125,2.4493,0.43777,1.0721,0.15543,0.23269,,,,,,,,,,0.047252,6.9777,1,0.018957
,0.25934,37.2998,2.0268,0.498,2.7138,1.3297,1.8452,3.5411,2.3948,2.7138,0.52281,1.0825,0.23805,0.12796,,,,,,,,,,0.021843,22.7989,1,0.011818
,0.38555,44.4314,2.9761,0.59449,3.0102,2.3699,2.9988,3.9676,2.931,3.0102,0.53644,1.0961,0.34972,0.12955,,,,,,,,,,0.027261,21.8078,1,0.014658
,0.31917,46.2427,2.7252,0.39449,2.6024,1.628,2.566,4.1283,2.4759,2.6024,0.5689,1.0902,0.23699,0.11712,,,,,,,,,,0.021684,18.1927,1,0.012262
,0.22212,39.677,1.9372,0.3196,2.5816,1.3436,2.4339,3.355,1.3955,2.5816,0.55397,1.0769,0.16613,0.11466,,,,,,,,,,0.017588,18.172,1,0.010052
,0.25031,12.0559,1.1261,0.54163,2.4652,2.348,2.6487,5.1164,2.032,2.4652,0.5293,1.0821,0.2486,0.22227,,,,,,,,,,0.065228,8.3036,1,0.026775
,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,NaN
,0.21222,12.9049,0.77982,0.42731,3.4354,2.0328,2.6105,4.5754,3.4354,2.8799,0.45529,1.0344,0.1972,0.27214,,,,,,,,,,0.051663,8.2712,1,0.019166
,0.32511,55.3554,2.0332,0.57261,2.8312,2.2446,2.5787,5.5301,2.7655,2.8312,0.57409,1.087,0.26475,0.1599,,,,,,,,,,0.018451,31.034,1,0.0089297
,0.22561,11.6597,1.1542,0.27991,2.5139,2.1849,2.8842,1.8894,1.0104,2.5139,0.47866,1.0552,0.12256,0.19546,,,,,,,,,,0.060788,4.6046,1,0.026609
,0.31678,27.2815,1.6187,0.43023,2.3598,2.1929,2.1873,4.0392,1.6374,2.3598,0.64095,1.0928,0.19195,0.1957,,,,,,,,,,0.036479,11.794,1,0.015959
,0.29741,31.3567,1.4434,0.43662,2.677,2.0765,2.593,2.2904,1.1489,2.677,0.66237,1.0928,0.18171,0.20605,,,,,,,,,,0.029797,14.6532,1,0.012704
,0.28183,16.9802,1.2661,0.29922,2.4562,2.2685,2.5946,1.9563,1.1536,2.4562,0.6799,1.0825,0.13504,0.22259,,,,,,,,,,0.052144,5.7384,1,0.021389
,0.23915,64.2983,1.9407,0.44207,2.5855,1.5952,2.4546,3.5618,1.5849,2.5855,0.69808,1.0812,0.218,0.12322,,,,,,,,,,0.011685,37.8333,1,0.0064419
,0.22301,22.3006,1.1325,0.37294,2.3757,1.5305,2.1236,1.8974,1.1282,2.3757,0.65069,1.0818,0.17656,0.19691,,,,,,,,,,0.031416,11.871,1,0.013701
,0.24141,21.3384,1.1775,0.38033,2.2613,1.7354,2.7139,2.6341,1.2237,2.2613,0.69678,1.0838,0.16959,0.20501,,,,,,,,,,0.035542,10.7009,1,0.015191
,0.27701,16.301,1.6166,0.33313,2.5467,1.2968,2.4291,3.2356,1.5626,2.5467,0.68834,1.1026,0.14371,0.17136,,,,,,,,,,0.053386,6.2401,1,0.024959
,0.31584,20.0932,1.3921,0.62867,2.1012,2.0328,2.0854,2.4305,1.16,2.1012,0.84349,1.0948,0.26758,0.22687,,,,,,,,,,0.049382,12.7307,1,0.020064
,0.29294,12.5087,1.2197,0.28306,2.2484,1.9482,2.1141,2.0374,1.1059,2.2484,0.7578,1.074,0.12455,0.24016,,,,,,,,,,0.073572,3.8475,1,0.029054
,0.30114,44.1484,1.7262,0.40154,2.8411,2.2884,2.5055,5.9391,2.024,2.8411,0.99214,1.0919,0.17674,0.17445,,,,,,,,,,0.021429,18.738,1,0.0099292
,0.35702,17.9424,0.95874,0.44511,2.0304,2.9766,2.3527,4.8777,2.0304,1.8615,0.96683,1.0896,0.15725,0.37238,,,,,,,,,,0.062511,7.1205,1,0.019825
,0.30087,13.6973,0.82532,0.57482,1.9202,1.7046,2.1538,1.8433,1.1457,1.9202,1.0181,1.0877,0.20135,0.36456,,,,,,,,,,0.069008,8.3297,1,0.022119
,0.40387,36.7338,1.6825,0.5824,2.4115,2.3411,3.1849,4.5118,2.1816,2.4115,1.0246,1.0948,0.23628,0.24004,,,,,,,,,,0.03454,16.8614,1,0.013644
,0.42905,52.9781,2.2503,0.55919,2.2345,1.809,2.1268,4.4242,2.1736,2.2345,1.0473,1.0948,0.25037,0.19066,,,,,,,,,,0.025443,21.9783,1,0.011277
,0.27019,9.9617,0.81616,0.45046,1.602,1.5803,2.1618,2.039,0.99929,1.602,1.0019,1.0727,0.17733,0.33105,,,,,,,,,,0.085208,5.2866,1,0.02866
,0.31537,42.5636,1.592,0.56039,2.0475,1.9711,3.1038,3.853,1.6835,2.0475,1.1129,1.1045,0.22469,0.1981,,,,,,,,,,0.023277,24.0743,1,0.010121
,0.27131,15.5086,1.2016,0.24871,2.0246,1.9582,2.4037,1.7685,1.0232,2.0246,1.0064,1.0864,0.10226,0.22579,,,,,,,,,,0.05496,4.5252,1,0.022384
,0.3388,8.2637,1.5554,0.48469,1.7263,1.6121,2.3018,1.9451,1.4448,1.7263,0.99929,1.0828,0.18324,0.21783,,,,,,,,,,0.1288,3.7631,1,0.053409
,0.34258,30.3945,1.1733,0.52185,2.1036,2.7687,2.2716,3.0447,2.1036,1.601,1.096,1.1032,0.18624,0.29199,,,,,,,,,,0.03541,14.7374,1,0.012682
,0.28946,14.0935,0.73073,0.53048,1.6517,1.9343,1.8929,1.8544,1.1696,1.6517,1.0642,1.0928,0.18967,0.39613,,,,,,,,,,0.064524,8.2215,1,0.01984
,0.35743,48.7897,1.5308,0.51967,2.6551,2.5897,3.4061,4.0487,2.5937,2.6551,1.122,1.1058,0.18711,0.2335,,,,,,,,,,0.023015,22.5796,1,0.0092175
,0.26113,12.4521,0.63688,0.48803,1.4916,1.8199,2.0186,2.0311,1.0916,1.4916,1.0636,1.0851,0.17028,0.41001,,,,,,,,,,0.065882,7.4077,1,0.019912
,0.31308,12.9049,0.91501,0.42636,1.7919,1.7255,2.1363,2.5546,1.0502,1.7919,1.0324,1.0857,0.14941,0.34216,,,,,,,,,,0.076216,5.5941,1,0.025216
,0.42508,31.8095,1.7818,0.41717,2.4015,1.7881,2.3416,2.5498,1.6071,2.4015,1.1434,1.1006,0.16139,0.23858,,,,,,,,,,0.041982,9.9369,1,0.016634
,0.24262,7.3015,0.73906,0.54426,1.4667,1.622,1.8261,1.8815,0.97702,1.4667,1.1453,1.1,0.22519,0.32828,,,,,,,,,,0.10439,5.2137,1,0.03526
,0.45811,57.5062,1.7902,0.43463,2.1748,2.1382,2.1268,3.6621,1.6374,2.1748,1.146,1.1175,0.15531,0.2559,,,,,,,,,,0.025027,17.3668,1,0.0095744
,0.30357,18.565,1.0184,0.4339,2.3956,3.1496,2.0488,2.3095,1.0263,2.3956,1.0824,1.0948,0.15163,0.2981,,,,,,,,,,0.05137,8.4466,1,0.018209
,0.40942,27.1117,1.4484,0.80862,2.6207,3.5961,3.1531,2.9365,2.6207,2.0455,1.0824,1.0753,0.28712,0.28267,,,,,,,,,,0.047442,17.0444,1,0.017269
,0.35443,15.0558,1.0636,0.55544,1.7979,2.2695,2.3002,2.5896,1.4257,1.7979,1.0545,1.0883,0.21247,0.33323,,,,,,,,,,0.073956,7.5103,1,0.024794
,0.35033,28.5833,2.0697,0.96591,3.3941,1.989,3.3552,6.9606,3.3941,3.3036,1.2674,1.2155,0.37348,0.16927,,,,,,,,,,0.038505,25.0851,1,0.018112
,0.29767,11.3201,0.8722,0.43959,3.3766,1.9363,1.764,2.8633,3.3766,1.9202,1.07,1.0597,0.16835,0.34129,,,,,,,,,,0.08261,5.3212,1,0.027367
,0.40498,22.7534,1.3375,0.42741,1.9699,2.2267,1.6733,2.3366,0.91973,1.9699,1.1161,1.0922,0.15672,0.30279,,,,,,,,,,0.055916,7.6437,1,0.019666
,0.15657,8.3769,0.49566,0.34412,1.2718,2.0477,1.8054,2.2507,1.0407,1.2718,1.0545,1.0506,0.13487,0.31588,,,,,,,,,,0.058718,5.8606,1,0.020219
,0.48978,39.7336,2.0499,0.63899,2.8113,2.7916,2.4482,3.7034,2.8005,2.8113,1.1642,1.098,0.22931,0.23893,,,,,,,,,,0.038725,16.5006,1,0.015332
,0.35765,16.3576,0.86622,0.559,1.952,1.5325,1.7879,2.1695,1.0582,1.952,1.0687,1.0948,0.18118,0.41288,,,,,,,,,,0.068688,8.1382,1,0.020688
,0.37195,15.7916,1.0037,0.59297,2.138,2.3252,1.9199,2.4607,1.09,2.138,1.0097,1.0812,0.19418,0.37056,,,,,,,,,,0.073996,8.0136,1,0.023525
,0.4781,22.1874,1.8976,0.5681,3.4607,3.4649,1.8977,4.943,2.2357,3.4607,1.2564,1.1535,0.1888,0.25195,,,,,,,,,,0.067696,8.392,1,0.0261
,0.32826,15.0558,0.76086,0.64218,1.596,1.7384,1.8849,2.2363,1.1632,1.596,1.2336,1.1185,0.20835,0.43144,,,,,,,,,,0.068497,9.3754,1,0.020182
,0.36356,15.2256,0.81245,0.63226,1.7024,2.0109,1.99,3.1465,1.1696,1.7024,1.1979,1.1104,0.20279,0.44748,,,,,,,,,,0.075015,8.4285,1,0.021702
,0.38391,15.3388,1.5047,0.46897,2.681,3.6717,3.1547,2.3875,1.6183,2.681,1.1213,1.1006,0.16132,0.25514,,,,,,,,,,0.078629,5.9643,1,0.030126
,0.66026,39.5638,2.0923,0.56496,2.2504,2.6444,2.8381,3.9739,1.6246,2.2504,1.1882,1.0915,0.18266,0.31557,,,,,,,,,,0.052429,10.7758,1,0.018062
,0.37473,14.3199,0.85027,0.64557,1.6427,1.5604,1.6001,2.222,0.95633,1.6427,1.1895,1.0993,0.19839,0.44072,,,,,,,,,,0.08221,7.8527,1,0.023966
,0.40558,14.0935,1.0495,0.60178,2.327,2.6265,1.8913,2.3525,1.1489,2.327,1.1259,1.0967,0.18174,0.38644,,,,,,,,,,0.090407,6.6564,1,0.028145
,0.43539,16.301,1.2568,0.39166,2.0008,2.6921,1.8308,3.269,1.2093,2.0008,1.1746,1.1039,0.12215,0.34643,,,,,,,,,,0.083911,4.6676,1,0.02759
,0.29207,11.9993,0.6374,0.56919,1.7601,1.816,1.9295,2.2475,1.1282,1.7601,1.1947,1.0954,0.17903,0.45822,,,,,,,,,,0.076468,7.4434,1,0.021862
,0.374,18.6216,1.0562,0.45036,1.9669,2.7607,1.6653,2.5434,1.6294,1.9669,1.1687,1.1058,0.14585,0.35408,,,,,,,,,,0.063096,7.1377,1,0.020521
,0.36037,15.3954,1.1785,0.49285,2.2394,3.7473,1.8531,2.4782,1.2539,2.2394,1.1927,1.1305,0.1718,0.30579,,,,,,,,,,0.073537,6.702,1,0.025736
,0.39434,19.6404,1.6655,0.51703,2.0236,1.8806,3.7387,4.1235,1.814,2.0236,1.1427,1.1065,0.17962,0.23678,,,,,,,,,,0.063077,8.1968,1,0.025087
,0.31553,16.1312,0.83325,0.64687,1.3702,1.9254,1.8881,2.1393,0.99452,1.3702,1.1953,1.1123,0.21291,0.37867,,,,,,,,,,0.061451,10.5266,1,0.019326
,0.40791,15.5086,0.96305,0.55491,1.4409,1.7105,1.7067,2.2713,1.238,1.4409,1.1135,1.1519,0.16963,0.42356,,,,,,,,,,0.082631,6.7155,1,0.024571
,0.25971,13.6407,0.61425,0.48327,1.3762,1.4609,1.7083,2.2475,0.83699,1.3762,1.1713,1.0792,0.15013,0.4228,,,,,,,,,,0.059813,8.0797,1,0.017802
,0.27678,8.7165,0.66657,0.53722,1.4836,2.5708,1.9661,2.3525,0.87359,1.4836,1.1726,1.0902,0.17198,0.41523,,,,,,,,,,0.099757,5.3853,1,0.02996
,0.44986,37.8092,1.5192,0.50588,1.7054,2.0447,2.9638,3.1783,1.553,1.7054,1.2174,1.1029,0.17713,0.29613,,,,,,,,,,0.037379,13.5336,1,0.013293
,0.48635,21.4516,1.5194,0.36921,2.0783,2.0099,2.1427,2.4209,1.1743,2.0783,1.1557,1.0844,0.11996,0.32009,,,,,,,,,,0.071226,5.1837,1,0.024364
,0.4389,17.6028,1.1567,1.4851,1.785,3.5156,3.2327,6.2573,1.2189,1.785,1.2304,1.1594,0.48469,0.37945,,,,,,,,,,0.078331,18.959,1,0.02461
,0.27482,10.6975,0.61633,0.41907,1.2768,1.5256,1.7322,2.23,0.89586,1.2768,1.1019,1.0494,0.1294,0.44589,,,,,,,,,,0.080707,5.1924,1,0.023391
,0.44449,25.2439,1.2294,0.74565,2.7745,2.6404,1.8674,5.6352,1.2634,2.7745,1.2226,1.0967,0.23103,0.36155,,,,,,,,,,0.055316,13.4797,1,0.017804
,0.33594,14.9992,0.8118,0.71953,1.4528,1.8915,2.087,2.8967,0.95951,1.4528,1.2791,1.1032,0.22485,0.41382,,,,,,,,,,0.070363,10.2261,1,0.021168
,0.32695,18.1688,0.83209,0.55295,1.6756,2.0159,1.8579,2.6628,1.0327,1.6756,1.1869,1.0902,0.16843,0.39292,,,,,,,,,,0.056533,9.7811,1,0.017454
,0.35901,16.867,0.91065,0.5075,1.8148,1.7742,1.9136,2.5959,1.5371,1.8148,1.1888,1.0896,0.15302,0.39423,,,,,,,,,,0.066868,7.5897,1,0.02061
,0.43892,11.7163,1.0981,0.56686,1.5055,2.3669,1.8642,3.1004,1.4289,1.5055,1.1869,1.0851,0.16769,0.39971,,,,,,,,,,0.11769,4.8165,1,0.036026
,0.14644,9.3957,0.30348,0.11321,1.0948,1.3714,1.694,1.9611,0.74311,1.0948,1.0921,1.0409,0.033373,0.48254,,,,,,,,,,0.048964,2.3121,1,0.013641
,0.2765,14.4331,0.60462,0.54837,1.3961,1.5852,1.6781,2.2172,0.93246,1.3961,1.2018,1.0915,0.16226,0.45732,,,,,,,,,,0.060185,9.1115,1,0.017224
,0.33706,17.8292,0.86639,0.56859,1.6527,1.5922,1.721,2.2156,0.97065,1.6527,1.1648,1.0727,0.1718,0.38904,,,,,,,,,,0.059391,9.5737,1,0.018428
,0.33037,16.1312,0.83786,0.60238,1.9033,2.2824,2.0138,3.347,0.92132,1.9033,1.2304,1.1075,0.18282,0.3943,,,,,,,,,,0.06434,9.3624,1,0.01983
,0.34733,11.6031,0.86383,0.67372,1.4906,2.5688,1.8881,4.4752,1.3987,1.4906,1.2726,1.1175,0.19866,0.40209,,,,,,,,,,0.094042,7.164,1,0.028702
,0.19918,11.6597,0.45453,0.53343,1.2232,1.5524,1.8133,2.4973,0.87518,1.1813,1.2232,1.0776,0.15689,0.4382,,,,,,,,,,0.053666,9.9399,1,0.01569
,0.27509,18.1122,0.56948,0.50337,1.3951,1.441,1.6876,2.1281,0.88632,1.3951,1.1908,1.0812,0.14718,0.48305,,,,,,,,,,0.047715,10.5496,1,0.013286
,0.3679,13.4143,0.85194,0.7569,1.8098,2.2943,1.5524,2.3223,1.0343,1.8098,1.305,1.1328,0.21651,0.43185,,,,,,,,,,0.086162,8.7846,1,0.025375
,0.32311,11.4899,0.73208,0.56836,1.3434,1.8786,1.8197,2.3907,0.91178,1.3434,1.2161,1.0958,0.16388,0.44136,,,,,,,,,,0.088344,6.4335,1,0.025735
,0.33045,13.7539,0.70573,0.58221,1.3653,1.6389,1.6224,2.2697,0.95792,1.3653,1.2726,1.1039,0.16943,0.46824,,,,,,,,,,0.07548,7.7134,1,0.021347
,0.38858,19.3008,0.89721,0.55242,1.7342,1.6857,1.7385,2.327,1.1266,1.7342,1.1934,1.1029,0.16149,0.4331,,,,,,,,,,0.063249,8.734,1,0.0186
,0.52263,33.1679,1.1791,0.70428,2.501,2.9467,2.7617,4.9509,2.0909,2.501,1.2421,1.1097,0.20129,0.44323,,,,,,,,,,0.049502,14.2273,1,0.01439
,0.36832,12.2257,0.71019,0.58396,1.5323,1.801,1.7322,2.1854,1.0518,1.5323,1.2602,1.1279,0.17,0.51862,,,,,,,,,,0.094646,6.1699,1,0.025435
,0.72134,36.2244,1.8356,1.0379,6.6863,4.7687,2.8428,8.0617,6.6863,3.4328,1.2752,1.1844,0.31281,0.39297,,,,,,,,,,0.062559,16.5915,1,0.019313
,0.33719,18.6782,0.78061,0.46666,1.5095,2.0178,2.3384,2.2188,0.94678,1.5095,1.1791,1.0786,0.13514,0.43195,,,,,,,,,,0.056713,8.2285,1,0.0167
,0.48654,15.5086,0.95946,0.60516,1.3941,1.637,1.6494,2.5339,0.94837,1.3941,1.2544,1.0941,0.17294,0.5071,,,,,,,,,,0.098559,6.1401,1,0.026785
,0.38779,12.6219,0.90398,0.51078,1.6099,1.8896,1.8627,2.7169,1.0534,1.6099,1.2297,1.0889,0.14473,0.42898,,,,,,,,,,0.096522,5.2918,1,0.02852
,0.30232,13.3011,0.63205,0.55343,1.419,1.9632,2.1729,2.4559,0.80516,1.419,1.2408,1.0857,0.15926,0.47831,,,,,,,,,,0.071405,7.7506,1,0.019981
